序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
206,第一幕·场景1,a1s1,258,,,旁白,I try to remember what happened last.,我努力回忆最后发生的事情。
207,第一幕·场景1,a1s1,259,,,旁白,"Did I go out somewhere, maybe a club?",我是不是去了外面的哪个地方，比如俱乐部？
208,第一幕·场景1,a1s1,260,,,旁白,The disco.,迪斯科舞厅。
209,第一幕·场景1,a1s1,261,,,旁白,Did I take something?,我做了什么吗？
210,第一幕·场景1,a1s1,262,,,旁白,"I start to push myself up and that's when I feel something soft under my hands...and something very hard under it, like concrete.",我试着起身，与此同时我感觉到手底下有什么柔软的东西...再下面是特别坚硬的东西，像是水泥。
211,第一幕·场景1,a1s1,263,,,旁白,I'm definitely not in a bed right now.,我现在肯定不在床上。
212,第一幕·场景1,a1s1,264,,,旁白,"Now I really am starting to panic, wondering if I've been kidnapped.",眼下我真的开始恐慌，怀疑自己是不是被绑架了。
213,第一幕·场景1,a1s1,265,,,旁白,"I get on my hands and knees, thankful that at least the numb feeling is going away.",我用手撑着跪在地上，幸好至少麻木感已经消失了。
214,第一幕·场景1,a1s1,266,,,旁白,I'm also relieved to find out I'm not blind; I see a soft glow of light outlining what's roughly the shape of a door in front of me.,我看到了柔和的光线在眼前大致勾勒出一扇门的形状：我舒了口气，庆幸自己没有失明。
215,第一幕·场景1,a1s1,267,,,旁白,"I open my mouth, about to call out before I force it shut again.",我张嘴正要喊，然后又强迫闭上了它。
216,第一幕·场景1,a1s1,268,,,旁白,"I have no idea where I am, or how I got here, but I'm not liking the signs.",我不知道身处何处，也不知道我是怎么到这里的，我不喜欢这个发展。
217,第一幕·场景1,a1s1,269,,,旁白,"My head throbs a little and I close my eyes tight, trying to steady my breathing, listening to my heart pound.",我的头隐隐作痛。我闭上眼睛，听着心脏跳动的声音，试着稳住呼吸。
218,第一幕·场景1,a1s1,270,,,旁白,"I definitely got back to my apartment and I remember going to bed, and then I remember...",我肯定我回到了公寓，记得之后我睡着了，然后...
219,第一幕·场景1,a1s1,271,,,旁白,"My eyes fly open as I remember that...wolf creature, staring at me with those blue eyes.",那只狼，用那双蓝色的眼睛紧盯着我...回忆到这里，我猛地睁开双眼。
220,第一幕·场景1,a1s1,272,,,旁白,And those teeth!,还有那些利齿！
221,第一幕·场景1,a1s1,273,,,旁白,"Oh my God, there's no way, there's no fucking way.",我的天，不可能，这他妈的绝对不可能。
222,第一幕·场景1,a1s1,274,,,旁白,"I open my eyes again and stare at the soft light, trying to listen.",我再次睁开眼睛，凝视着柔和的灯光，用耳朵聆听着。
223,第一幕·场景1,a1s1,275,,,旁白,"There's a constant hum of some kind, a whirring of a large machine.",有一种持续的嗡嗡声，这声音像是一台大型机器在运转。
224,第一幕·场景1,a1s1,276,,,旁白,"It's gentle and almost soothing, but it makes me think I'm in some sort of vehicle.",这声音很温和，舒缓，但令我想到我可能正处于某种交通工具中。
225,第一幕·场景1,a1s1,277,,,旁白,"But I don't feel anything, no bumps or turns...",不过我什么也感觉不到，没有颠簸和转向...
226,第一幕·场景1,a1s1,278,,,旁白,"I slowly crawl toward the door, listening as hard as I can for voices, or movement, anything that might tell me someone's nearby.",我慢慢向门口爬去，尽最大努力去听附近有没有人活动的声音。
227,第一幕·场景1,a1s1,279,,,旁白,"As I get closer to the door I do hear something, a type of beeping and chirping.",当靠近了门的时候，我确实能听到一些声音。某种哔哔声和唧唧声。
228,第一幕·场景1,a1s1,280,,,旁白,"I stay in that position for what feels like a solid fifteen minutes, not hearing anything more.",我保持了整整十五分钟这个姿势，没有听到其他声音。
229,第一幕·场景1,a1s1,281,,,旁白,"I think about trying to open the door, but I realize that might not be a great idea.",我想把门打开，但意识到这可能不是个好主意。
230,第一幕·场景1,a1s1,282,,,旁白,"I still don't know if that wolf is real...no, I know he isn't real.",我还不知道那只狼是不是真实...不，肯定不是真的。
231,第一幕·场景1,a1s1,283,,,旁白,What's more likely is that someone slipped something into my drink and I hallucinated everything.,比较可能的是某人在我的酒里放了什么东西，这一切都是我的幻觉。
232,第一幕·场景1,a1s1,284,,,旁白,"I had laughed off my parents' warnings that tourists are vulnerable in Rome, but now that doesn't seem so crazy.",我曾将父母的关于罗马游客易遭袭击的警告一笑了之，但现在看来那并非空穴来风。
233,第一幕·场景1,a1s1,285,,,旁白,"Someone had drugged me, followed me to my apartment, then kidnapped me.",有人给我下药，跟踪我到公寓，然后绑架了我。
234,第一幕·场景1,a1s1,286,,,旁白,"I need something, a weapon, before I try opening the door.",在开门之前，我需要一些，武器。
235,第一幕·场景1,a1s1,287,,,旁白,I feel like I'm in a closet of some kind so there's probably something here that I can use...,我感觉自己像是在某种壁橱里，所以这里应该有能用得上的东西...
236,第一幕·场景1,a1s1,288,,,旁白,"Slowly, I get on my knees and start moving forward, waving my hands out in front of me.",我动作缓慢地，跪着向前挪，双手在前方挥动。
237,第一幕·场景1,a1s1,289,,,旁白,If I can find the shelves then I can just feel around for something solid and—,如果我能找到架子，就可以顺藤摸瓜找些坚硬的东西，然后-
238,第一幕·场景1,a1s1,291,,,旁白,My hand sweeps what feels like a box and what follows is a clang of metal as something falls to the floor.,我的手扫过了一个盒子一样的物体，紧接着有东西掉到了地板上，发出了金属碰撞的声音。
239,第一幕·场景1,a1s1,292,,,旁白,"I cringe, squeezing my eyes shut as the sound echoes around the room I'm in.",声音在我所处的空间内回荡着，我害怕地闭上了双眼。
240,第一幕·场景1,a1s1,293,,,旁白,"I kneel there in complete silence, stunned.",我静静地跪在那里，呆若木鸡。
241,第一幕·场景1,a1s1,294,,,旁白,"And that's when light spills over my body, followed by a large shadow.",几乎同一时间，光芒洒到了我的身上，随之而来的是一个巨大的影子。
242,第一幕·场景1,a1s1,295,a,Amicus,台词,"""Oh hey, you're awake! Did you know he was awake?""",“哦，嘿，你醒了！你知道他醒了吗？”
243,第一幕·场景1,a1s1,296,unk,?????,台词,"""Yes, for approximately .2 hours—""",“是的，大约两小时-”
244,第一幕·场景1,a1s1,297,a,Amicus,台词,"""I swear to the Gods, why are you so useless?""",“向诸神起誓，你为什么这么没用？”
245,第一幕·场景1,a1s1,298,,,旁白,"I sit there, not having turned around yet, but the shadow gets bigger and I feel him looming over me.",我坐了下来，没有转身，影子越来越大，我感觉他已经相当逼近我了。
246,第一幕·场景1,a1s1,299,,,旁白,I get a whiff of lavender.,我闻到了一股薰衣草的味道。
247,第一幕·场景1,a1s1,300,,,旁白,"Finally, I slowly turn my head and see the wolf.",终于，我缓缓地转过头，看到了那只狼。
248,第一幕·场景1,a1s1,304,,,旁白,"He towers over me, his broad muzzle pointed down so that he can look me right in the eye.",他高耸在我面前，宽阔的嘴朝下，这样他就能直视我了。
249,第一幕·场景1,a1s1,305,,,旁白,"While his size and general demeanor are intimidating, his eyes are warm and friendly.",虽然他的身材和举止令人畏惧，但他的眼神却是热情和友好的。
250,第一幕·场景1,a1s1,306,,,旁白,That doesn't really matter to me right now as I realize that I hadn't been dreaming or hallucinating earlier...,这对我来说已经不重要了，因为我意识到之前并不是做梦或者幻觉...
251,第一幕·场景1,a1s1,307,,,旁白,...or the dream/hallucination is ongoing.,...现在也不是。
252,第一幕·场景1,a1s1,308,,,旁白,The wolf moves toward me and I immediately scoot back until the shelves behind me dig into my spine.,那只狼向我走来，我立刻向后挪动，直到后面的架子戳到了我的脊椎。
253,第一幕·场景1,a1s1,309,,,旁白,I vaguely notice the metal thing that I'd knocked over earlier.,我隐约看到了之前碰掉的那块金属的东西。
254,第一幕·场景1,a1s1,310,,,旁白,It's a polygon-shaped thing with a long cord running out of it.,那是一个多边形物体，里面伸出长长的绳子。
255,第一幕·场景1,a1s1,311,unk,?????,台词,"""Remember the human doesn't know about the {i}Galaxias{/i}; proceed with caution.""",“记住，人类不知道{i}加拉西亚斯{/i}：请谨慎行事。”
256,第一幕·场景1,a1s1,312,,,旁白,The wolf's ears flick before he visibly tries to right his expression into a smile.,那只狼的耳朵轻轻抖动了一下，然后很明显地试图摆出一个微笑的表情。
257,第一幕·场景1,a1s1,314,a,Amicus,台词,"""H—hello human, sorry, I mean [mc], right?""",“你-你好，人类。抱歉，我是说[mc]，对吧？”
258,第一幕·场景1,a1s1,315,,,旁白,"Again, I get caught up in watching the movements of his mouth counter to what I'm hearing in my brain.",又是这样，我观察到他嘴唇的动作，与我脑中听到的声音完全不吻合。
259,第一幕·场景1,a1s1,316,,,旁白,"Then I notice that he's waiting, watching me intently.",接着我意识到他正在专注地看着我，等待着我的回应。
260,第一幕·场景1,a1s1,317,,,旁白,"I open my mouth, then close it, then nod.",我张开嘴，又闭上，然后点了点头。
261,第一幕·场景1,a1s1,319,,,旁白,"The wolf still stares at me, seeming not to understand.",那只狼仍然盯着我看，似乎不太明白。
262,第一幕·场景1,a1s1,320,a,Amicus,台词,"""Right?""",“对吗？”
263,第一幕·场景1,a1s1,321,,,旁白,The silence stretches on until I finally force myself to speak.,沉默持续着，直到最终我强迫自己开口。
264,第一幕·场景1,a1s1,322,m,主角(MC),台词,"""Yes.""",“对。”
265,第一幕·场景1,a1s1,323,,,旁白,It comes out in barely a whisper.,说出来的是仅勉强能听见的细语。
266,第一幕·场景1,a1s1,325,a,Amicus,台词,"""Great! So now that we understand that, I can tell you that I'm from the star {i}Stella Vita{/i}, very far from here.""",“太好了！那么现在我们能听懂对方说什么了。告诉你，我来自{i}维塔系{/i}的一颗星球，离这里非常远。”
267,第一幕·场景1,a1s1,326,,,旁白,"The wolf sets his paws far apart, his eyes wide as he emphasizes the distance.",那只狼把两只爪子伸开，用来强调距离很远，他的眼睛睁得大大的。
268,第一幕·场景1,a1s1,327,,,旁白,He's talking to me in a way one might to a very dumb two-year-old.,他说话的方式好像是在跟一个两岁小孩儿说话一样。
269,第一幕·场景1,a1s1,328,a,Amicus,台词,"""I live on a moon called Adastra. Do you know what a moon is? You live on what's called a planet.""",“我生活在一个叫阿达斯特拉的卫星上。你知道卫星是什么吗？你生活在行星上。”
270,第一幕·场景1,a1s1,329,,,旁白,"I stare at him for a moment, almost offended despite my continuing shock.",我盯着他看了好一会儿，感觉自己被冒犯了-尽管我仍处于惊愕状态。
271,第一幕·场景1,a1s1,331,,,旁白,Amicus smiles gently.,Amicus轻轻笑着。
272,第一幕·场景1,a1s1,332,a,Amicus,台词,"""A moon is a large—""",“卫星是一个巨大的-”
273,第一幕·场景1,a1s1,333,m,主角(MC),台词,"""I know what a moon is.""",“我知道卫星是什么。”
274,第一幕·场景1,a1s1,335,,,旁白,Amicus blinks at me.,Amicus看着我，眨了眨眼。
275,第一幕·场景1,a1s1,336,m,主角(MC),台词,"""We have one.""",“我们有一个卫星。”
276,第一幕·场景1,a1s1,337,,,旁白,My words feel automatic...actually everything feels like it's on auto-pilot right now.,我很自然的说出了这些话...实际上这里的一切都仿佛是自动模式一般。
277,第一幕·场景1,a1s1,339,a,Amicus,台词,"""Oh! Well, I didn't know that. That's great!""",“噢！是吗，我都不知道呢。那很棒啊！”
