序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
168,第一幕·场景1,a1s1,208,,,旁白,"I could just tell myself that this is someone else's problem, a sin the wolves have to answer to themselves.",我可以告诉自己，这些与我无关，狼族的罪行必须由他们亲自面对。
169,第一幕·场景1,a1s1,209,,,旁白,"But because I'm with Amicus, a part of this civilization, and he seems so stubborn about only having pride in his culture...",但是我与Amicus结合，成为了这个社会的一份子，他似乎又顽固地认为只有他自己的文明才值得骄傲...
170,第一幕·场景1,a1s1,210,,,旁白,"... Well, I need to address this somehow at some point.",...好吧，我需要找时间把这解决一下。
171,第一幕·场景1,a1s1,211,,,旁白,"I don't want to always take the Khemian's word over Adastra's, but considering that the Khemians tend to admit when they've made mistakes, it naturally makes me trust them more.",我也不想总是把克希米亚的说辞至于阿达斯特拉的之上，可考虑到克米杨会反省自己的错误，我自然更信任他们。
172,第一幕·场景1,a1s1,213,,,旁白,I decide to continue my lessons when I get back from the tour.,我决定等旅行回来再继续学习。
173,第一幕·场景1,a1s1,214,,,旁白,I feel like I can't really stomach much more wolven atrocities at the moment.,至于现在，我胃里真的装不下更多沃尔文的暴行了。
174,第一幕·场景1,a1s1,215,,,旁白,I'd rather have breakfast.,我宁愿去吃早餐。
175,第一幕·场景1,a1s1,218,,,旁白,"I'm alone in the corridors, as usual.",和往常一样，走廊里只有我自己。
176,第一幕·场景1,a1s1,219,,,旁白,I tend to get out at a later time than the others.,我一般比其他人更晚出来。
177,第一幕·场景1,a1s1,220,,,旁白,Not that I'd really enjoy the company of many of the others.,并不是说我喜欢扎在人堆里。
178,第一幕·场景1,a1s1,221,,,旁白,But my existence feels more and more lonely every day.,但我却日渐感到孤独。
179,第一幕·场景1,a1s1,222,,,旁白,Amicus says that will change after our trip.,Amicus说在我们旅行后，这种情况会有所改善。
180,第一幕·场景1,a1s1,223,,,旁白,I suppose this tour is a bit like my introduction to the rest of the moon.,我觉得这有点儿像是把我引见到全星球。
181,第一幕·场景1,a1s1,224,,,旁白,"Afterwards, I'll be able to make more public appearances, according to Amicus.",根据Amicus的说法，之后我就能更多地出现在公众场合了。
182,第一幕·场景1,a1s1,225,,,旁白,"Initially, this didn't sound all that appealing, but the more time I spent within the corridors of the palace the more I've changed my mind.",起初，这听起来并不怎么诱人。可随着在走廊里闲逛的时间的增长，我渐渐改变了主意。
183,第一幕·场景1,a1s1,226,,,旁白,"The more I think about it, the more I feel the cramped walls of the palace closing in on me.",我越是思考，就愈发觉得皇宫狭窄的墙壁正在朝我逼近。
184,第一幕·场景1,a1s1,227,,,旁白,Even now...,即便现在也一样...
185,第一幕·场景1,a1s1,228,,,旁白,"I change my mind on breakfast mid-stride and instead take the route that will take me to the front of the palace, wanting to go for a swim instead.",我在去吃早餐的途中决定改去游泳，并转向通往皇宫前面的路。
186,第一幕·场景1,a1s1,229,,,旁白,"It's been a while, and they always left me feeling exhausted in a good way.",已经过去好一段时间了，这些想法仍然令我疲惫不堪。
187,第一幕·场景1,a1s1,230,,,旁白,Much different than the tender weakness that the hot baths left me in every morning.,和每天早上洗热水澡时那种温柔的疲劳有如天壤之别。
188,第一幕·场景1,a1s1,231,,,旁白,Which reminds me...,这提醒了我...
189,第一幕·场景1,a1s1,232,,,旁白,"I stop by the door to the baths on the way, pressing the panel.",我停在浴场门口，按下了嵌板。
190,第一幕·场景1,a1s1,237,,,旁白,"A wall of steam smothers my face instantly, and I'm glad I decided not to go with the usual routine today.",一堵蒸汽墙立马迎面扑了过来，很高兴我今天没有走寻常路。
191,第一幕·场景1,a1s1,238,,,旁白,The feeling of suffocation is exactly what I'm trying to avoid right now.,窒息感正是我现在想要避免的。
192,第一幕·场景1,a1s1,239,m,主角(MC),台词,"""Neferu?""","""Neferu？"""
193,第一幕·场景1,a1s1,240,,,旁白,My voice is weak under the sudden change in humidity.,因湿度的突然变化，我的声音显得很是虚弱。
194,第一幕·场景1,a1s1,241,,,旁白,I clear my throat.,我清了清喉咙。
195,第一幕·场景1,a1s1,242,m,主角(MC),台词,"""Neferu!?""","""Neferu！？"""
196,第一幕·场景1,a1s1,243,n,Neferu,台词,"""Ah, [mc], I've been waiting for you. There are few things I'd like to discuss before--""","""啊，[mc]，我等了你好一段时间了。有些事想讨论-"""
197,第一幕·场景1,a1s1,244,m,主角(MC),台词,"""Hey, I'm going for a lake swim instead today. You can join me if you want.""","""嘿，我今天要去湖里游泳，你想的话可以一起。"""
198,第一幕·场景1,a1s1,245,,,旁白,"There's a pause that goes on for a notable amount of time, then a sigh.",沉默良久之后，他叹了口气。
199,第一幕·场景1,a1s1,246,,,旁白,"There's an echoing sound of sloshing water, then the smacks of it hitting marble floors.",空间中回荡着哗啦哗啦的水声，接着是水溅到地板上的声音。
200,第一幕·场景1,a1s1,248,n,Neferu,台词,"""You have quite the knack for choosing the worst of days, you know--""","""知道吗，你是真的不会挑时候-"""
201,第一幕·场景1,a1s1,250,n,Neferu,台词,"""--Hey, hold on a moment.""","""-嘿，等一下。"""
202,第一幕·场景1,a1s1,255,,,旁白,"I'm already moving back into the hall, knowing Neferu well enough at this point to not just stand there and let him prattle on.",我已经撤回到了走廊，不然根据我对Neferu的了解，他能说上半天的废话。
203,第一幕·场景1,a1s1,256,n,Neferu,台词,"""Ugh, why you would choose the harsh cold of the murky, slightly polluted lake over the comforting warmth of mineral water is beyond me.""","""唉，不明白你为什么宁愿选择浑浊、阴冷的湖水，而不是这边宜人、温暖、富含矿物质的池水。"""
204,第一幕·场景1,a1s1,258,n,Neferu,台词,"""And with no time to make myself decent. Thanks for that.""","""还不肯花时间让自己体面一点。感谢你耐心听完。"""
205,第一幕·场景1,a1s1,259,,,旁白,"I side-eye the big jackal, wondering why he didn't take the time to at least grab a towel.",我侧眼瞧着那只胡狼，不知道他为什么不肯花时间至少拿一条毛巾。
206,第一幕·场景1,a1s1,260,m,主角(MC),台词,"""Hey, it's up to you. I just didn't want to leave you hanging in the baths expecting me to show up.""","""还不都因为你，我是不想让你在浴场里干等。"""
207,第一幕·场景1,a1s1,261,,,旁白,Neferu slips on the marble before catching his balance in a stumble.,Neferu被大理石滑了一跤，在踉跄中找回平衡。
208,第一幕·场景1,a1s1,262,m,主角(MC),台词,"""And why {i}are{/i} you naked? I was just gonna wait for you by the lake if you were gonna come.""","""还有你为什么{b}还{/b}光着身子？要是想去，我就在湖边等你。"""
209,第一幕·场景1,a1s1,264,n,Neferu,台词,"""Nothing you haven't seen before, eh?""","""呵，你之前不是看了个遍吗？"""
210,第一幕·场景1,a1s1,265,m,主角(MC),台词,"""Not in the halls of the palace.""","""但不是在皇宫走廊这种地方。"""
211,第一幕·场景1,a1s1,266,n,Neferu,台词,"""And who else might see us?""","""还有谁能看到我们？"""
212,第一幕·场景1,a1s1,267,m,主角(MC),台词,"""Anyone, but I'd be most worried about Amicus, if I were you. He comes back early sometimes.""","""任何人都有可能。不过换做是我，我最担心Amicus，他有时会提早回来。"""
213,第一幕·场景1,a1s1,269,n,Neferu,台词,"""Ah yes, I suppose that would be a worry.""","""啊，确实，是个问题。"""
214,第一幕·场景1,a1s1,271,n,Neferu,台词,"""Wolven jealousy knows no bounds.""","""沃尔文的嫉妒是无止境的。"""
215,第一幕·场景1,a1s1,273,,,旁白,We exit the palace into the gardens.,我们离开皇宫，走进花园。
216,第一幕·场景1,a1s1,274,m,主角(MC),台词,"""I think he just finds you annoying.""","""我想他只是觉得你很烦人。"""
217,第一幕·场景1,a1s1,275,n,Neferu,台词,"""Annoyed by his own jealousy, maybe.""","""不排除是出于他的嫉妒。"""
218,第一幕·场景1,a1s1,279,,,旁白,"I roll my eyes and start stripping off my robes on the beach, Neferu waiting patiently while I do.",我翻了个白眼，开始在沙滩上脱下长袍。与此同时，Neferu耐心等待着我。
219,第一幕·场景1,a1s1,281,n,Neferu,台词,"""Speaking of an angry emperor Amicus, I doubt he'd be happy to see you swim across the lake without safety measures in place.""","""说到愤怒的皇帝Amicus，我想他不会乐意看到你在没有安全措施的情况下游过湖的。"""
220,第一幕·场景1,a1s1,282,m,主角(MC),台词,"""He and everyone else here just need to get used to the fact that humans aren't like other primates.""","""他只是和这里的其他人一样，需要习惯人类和其他灵长类不同这个事实。"""
221,第一幕·场景1,a1s1,284,n,Neferu,台词,"""Accidents happen, no matter the species.""","""居安思危，这与种族无关。"""
222,第一幕·场景1,a1s1,285,,,旁白,Neferu's concern for rules and safety seem so out-of-character for him that I just can't take him seriously.,Neferu对规则和安全的关心与他本人格格不入，所以我就是没办法听进去。
223,第一幕·场景1,a1s1,286,m,主角(MC),台词,"""Race you to the island.""","""比比谁先到岛上。"""
224,第一幕·场景1,a1s1,288,n,Neferu,台词,"""Ah, my muscles are so loose from the hot bath...""","""啊，热水浴令我的肌肉有些松弛..."""
225,第一幕·场景1,a1s1,290,,,旁白,"I slap the water so it splashes Neferu's body, making him gasp.",我把水泼向Neferu，令他倒吸了一口气。
226,第一幕·场景1,a1s1,291,m,主角(MC),台词,"""Well, warm up, then!""","""那就赶紧热身吧！"""
227,第一幕·场景1,a1s1,293,n,Neferu,台词,"""Feeling giddy for the moon trip, I assume?""","""在我看来，你因为旅行而忘乎所以了？"""
228,第一幕·场景1,a1s1,294,m,主角(MC),台词,"""It's just nice to be out of that stuffy palace!""","""只要离开那座闷热的皇宫怎样都好！"""
229,第一幕·场景1,a1s1,296,,,旁白,"I start swimming, and even though I have a pretty good head start, Neferu catches up easily, though he swims alongside me at a measured pace.",我开始了游泳，虽然有个相当不错的开头，但Neferu还是很快便追了上来，虽然他一直克制着自己的速度跟在我身旁。
230,第一幕·场景1,a1s1,297,,,旁白,"Unlike the wolves, Khemians are rather good swimmers, or at least Neferu is.",与狼族不同，克米杨非常擅长游泳，至少Neferu是。
231,第一幕·场景1,a1s1,298,,,旁白,I start wondering if I should have listened to him about safety measures.,我开始怀疑自己是否真的该听他那些安全措施的话。
232,第一幕·场景1,a1s1,299,,,旁白,"At least a Sightseer to have something to cling to in case I cramp, or something.",Sightseer之类的，这样最起码抽筋的时候我还有东西能抓。
233,第一幕·场景1,a1s1,300,,,旁白,I'm not too worried though.,不过我倒是不担心。
234,第一幕·场景1,a1s1,301,,,旁白,"Sure enough, just as I feel my limbs starting to give out, I touch the sandy floor of the island.",果然，就在我感到四肢即将罢工之际，我接触到了小岛的沙地。
