序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
235,第一幕·场景1,a1s1,320,a,Amicus,台词,"""Oh, right! I'm sorry, Sister. The Parental catastrophe on Earth had me slightly distracted.""",
236,第一幕·场景1,a1s1,321,,,旁白,"Again, I feel an ominous cloud over us, as if the parents themselves have entered the room in disapproval.",
237,第一幕·场景1,a1s1,322,a,Amicus,台词,"""As you all know, our discussions with the vizier and pharaoh have stalled over the past few months.""",
238,第一幕·场景1,a1s1,324,a,Amicus,台词,"""To show Khemia that Adastra is truly dedicated to an alliance--""",
239,第一幕·场景1,a1s1,325,,,旁白,"Amicus swallows, as if he's having trouble getting the words out of his throat.",
240,第一幕·场景1,a1s1,327,a,Amicus,台词,"""I will also be joining the envoy despite the many hardships it will bring our empire. I do believe the benefits will outweigh the cost. Khemia has accepted my request.""",
241,第一幕·场景1,a1s1,346,n,Neferu,台词,"""Oh, so you'll be joining us? I'm surprised, even {i}I{/i} wouldn't have given in to Father's pompous and unreasonable demands so easily.""",
242,第一幕·场景1,a1s1,347,,,旁白,"Having Amicus with us changes the dynamics of the entire mission, and while reassuring, knowing my emperor will be there the entire time just makes it all a bit more stressful.",
243,第一幕·场景1,a1s1,349,a,Amicus,台词,"""Talks have been stalled for three months, Neferu. Anyway, during this time, Virginia will fill the role of acting empress.""",
244,第一幕·场景1,a1s1,351,,,旁白,"Now my muzzle is hanging open, if only because it's the first time I've heard such words put together.",
245,第一幕·场景1,a1s1,352,,,旁白,Veteris visibly blanches while Neferu and Brunis barely react at all.,
246,第一幕·场景1,a1s1,353,,,旁白,I quickly snap my mouth closed.,
247,第一幕·场景1,a1s1,355,vi,Virginia,台词,"""Thank you, my Emperor. I will perform my duties in a way that honors both the empire, and you, Brother.""",
248,第一幕·场景1,a1s1,357,a,Amicus,台词,"""You always do, Virginia.""",
249,第一幕·场景1,a1s1,359,a,Amicus,台词,"""This means we should all keep in mind the fact that departure could occur any day now, depending on when the ship arrives.""",
250,第一幕·场景1,a1s1,360,,,旁白,I almost gasp and instead disguise it with a stifled cough.,
251,第一幕·场景1,a1s1,361,,,旁白,"The last few meetings had indicated a fast-approaching departure, but the possibility that it could be only days, or even a day away, causes my heart to pound in my chest.",
252,第一幕·场景1,a1s1,362,,,旁白,"I calm myself, remembering that my task is rather simple. No need to be anxious.",
253,第一幕·场景1,a1s1,363,,,旁白,"At least all my tasks not involving Neferu, anyway.",
254,第一幕·场景1,a1s1,365,a,Amicus,台词,"""Now, I must be off to... have a discussion with the parents once again, to make sure we're actually still on some sort of track.""",
255,第一幕·场景1,a1s1,375,,,旁白,It's dark by the time we're heading out.,
256,第一幕·场景1,a1s1,376,,,旁白,"On the way, Amicus corners me to covertly ask if I had a discussion with Veteris, which I confirm.",
257,第一幕·场景1,a1s1,377,,,旁白,Then the emperor glances over at Neferu who is leaning up against a pillar.,
258,第一幕·场景1,a1s1,378,,,旁白,"I take the hint, and as everyone else leaves, I approach the jackal, suddenly feeling nervous.",
259,第一幕·场景1,a1s1,379,,,旁白,"Likely because I have ulterior motives now, and that doesn't feel good, but I know if I am to perform my role well, I shouldn't be feeling any different at all.",
260,第一幕·场景1,a1s1,382,n,Neferu,台词,"""Well, hello there Chosen One. Usually it is me that approaches you, is it not?""",
261,第一幕·场景1,a1s1,384,n,Neferu,台词,"""Something catching your eye?""",
262,第一幕·场景1,a1s1,385,,,旁白,"I try to work out if that's a normal thing Neferu would say, deciding that my boldness must be causing him to act even more forward than usual.",
263,第一幕·场景1,a1s1,386,,,旁白,I shrug as casually as possible.,
264,第一幕·场景1,a1s1,390,m,Scipio,台词,"""Well, considering that my role is now certain, I thought we should better acquaint ourselves.""",
265,第一幕·场景1,a1s1,392,n,Neferu,台词,"""Is that so? Hmm, well, how do you think we could best do that?""",
266,第一幕·场景1,a1s1,393,,,旁白,"The tone in Neferu's voice has its usual playful lilt, but with an underlying pointedness that makes me flush just a bit under my fur.",
267,第一幕·场景1,a1s1,394,m,Scipio,台词,"""Well...""",
268,第一幕·场景1,a1s1,395,,,旁白,"I sidestep his theatrics, and games for now, realizing that taking the lead is too far out of my character when interacting with Neferu.",
269,第一幕·场景1,a1s1,396,m,Scipio,台词,"""Do you have any interesting plans for the night? Maybe you can help me better understand the Khemian way of things.""",
270,第一幕·场景1,a1s1,398,n,Neferu,台词,"""That would be rather difficult to do here on Adastra, but as for plans, not particularly.""",
271,第一幕·场景1,a1s1,406,br,Brunis,台词,"""Hey, ready to go, Nef? Oh, hey there, Skip.""",
272,第一幕·场景1,a1s1,407,m,Scipio,台词,"""Hello, Brunis.""",
273,第一幕·场景1,a1s1,408,,,旁白,"I'm at least able to avoid wincing now whenever they use the pet name for Scipio, one usually reserved for pups.",
274,第一幕·场景1,a1s1,410,n,Neferu,台词,"""That depends, Brunis. Firstly, I was meaning to ask Skip if he would like to visit a den with me?""",
275,第一幕·场景1,a1s1,412,,,旁白,I blink.,
276,第一幕·场景1,a1s1,413,,,旁白,"That's not exactly something you say loudly in such a quiet and hollow, echoing room.",
277,第一幕·场景1,a1s1,414,,,旁白,"I had been on the verge of simply asking if I could join the two of them, to make my attempt to fill my new role less conspicuous.",
278,第一幕·场景1,a1s1,415,,,旁白,"It's also something he's never asked me, despite his notoriously promiscuous reputation.",
279,第一幕·场景1,a1s1,416,,,旁白,Is it because I'm now guaranteed?,
280,第一幕·场景1,a1s1,417,,,旁白,Would he have asked the same of Carbo?,
281,第一幕·场景1,a1s1,418,,,旁白,"Imagining that bookish wolf in this situation is, well, it's unimaginable.",
282,第一幕·场景1,a1s1,419,,,旁白,"I can at least say I'm experienced, visiting a den with a partner.",
283,第一幕·场景1,a1s1,421,m,Scipio,台词,"""Well--""",
284,第一幕·场景1,a1s1,423,br,Brunis,台词,"""Well, alright then. Have fun, you two.""",
285,第一幕·场景1,a1s1,425,,,旁白,"The giant creature doesn't wait for my response before turning and heading out, leaving me alone with Neferu in the empty university.",
286,第一幕·场景1,a1s1,432,,,旁白,He's still waiting on an answer.,
287,第一幕·场景1,a1s1,433,,,旁白,"Back during my university days, if I became friendly with another attractive wolf, male or female, we would usually make stops at taverns or entertainment venues before possibly ending up in a den.",
288,第一幕·场景1,a1s1,434,,,旁白,"It was a weekly occurrence during my first few years attending this school, and yet my heart flutters like I'm ten years younger, about to experience a den for the first time.",
289,第一幕·场景1,a1s1,435,m,Scipio,台词,"""Y--yes, I'd like to.""",
290,第一幕·场景1,a1s1,437,n,Neferu,台词,"""Wonderful!""",
291,第一幕·场景1,a1s1,438,,,旁白,"I feel embarrassingly warm at the idea of a Khemian finding me attractive enough to bring me to a den, and I quickly remind myself of my mission.",
292,第一幕·场景1,a1s1,439,,,旁白,Whether or not I find the jackal charming or attractive matters not.,
293,第一幕·场景1,a1s1,440,,,旁白,I have a job to do.,
294,第一幕·场景1,a1s1,441,,,旁白,"Neferu offers me his arm, as if escorting me.",
295,第一幕·场景1,a1s1,443,n,Neferu,台词,"""There's an establishment in the Clay District we can go to.""",
296,第一幕·场景1,a1s1,446,m,Scipio,台词,"""Ah, the Clay District?""",
297,第一幕·场景1,a1s1,447,,,旁白,The surprise and hesitation in my voice is obvious.,
298,第一幕·场景1,a1s1,449,n,Neferu,台词,"""Sorry, would you rather go somewhere else? It's simply somewhat close by, but I don't want to make you uncomfortable if you have a problem with that place.""",
299,第一幕·场景1,a1s1,450,m,Scipio,台词,"""Well, it's more the place has a problem with me. They're not fond of the... elite.""",
300,第一幕·场景1,a1s1,451,,,旁白,"I say it with some feigned exasperation, not really feeling elite in any way, but I raise a paw to my mane, flipping the fur there casually.",
301,第一幕·场景1,a1s1,453,n,Neferu,台词,"""Oh yes, apologies for not remembering. Maybe we can catch up to Bru--""",
302,第一幕·场景1,a1s1,454,,,旁白,"Sensing Neferu pulling back from the initial offer, I place a paw on his proffered arm.",
303,第一幕·场景1,a1s1,455,m,Scipio,台词,"""It has been a while since any so-called 'elite' have been attacked in the streets. Besides, I'm curious as to what it might be like, considering you want to go.""",
304,第一幕·场景1,a1s1,456,,,旁白,"I give Neferu the chance to explain, but he simply smiles at me.",
305,第一幕·场景1,a1s1,458,n,Neferu,台词,"""I'll keep you safe, either way.""",
306,第一幕·场景1,a1s1,468,,,旁白,"The jackal keeps my arm around his the entire time, and I speculate that it's some sort of Khemian ritual before sexual intercourse, and I begin taking mental notes.",
307,第一幕·场景1,a1s1,469,,,旁白,"Meanwhile, I enjoy the feel of his thick bicep flexing slightly under the incredibly short fur, practically just a black velvet covering his defined muscles.",
308,第一幕·场景1,a1s1,470,,,旁白,"I quickly forget about the other, possibly hostile pedestrians as we get closer to the dens.",
309,第一幕·场景1,a1s1,471,,,旁白,They're not looking at me anyway.,
310,第一幕·场景1,a1s1,472,,,旁白,"I'm annoyed at myself for still feeling nervous, and also feeling a bit taken by this jackal.",
311,第一幕·场景1,a1s1,473,,,旁白,"The entrance is a shabby side door where Neferu signs in and pays, ignoring the stares with ease, and I find myself becoming a bit annoyed with the other wolves, breaking den etiquette just because he's a Khemian.",
312,第一幕·场景1,a1s1,474,,,旁白,I suppose I shouldn't expect anything different from those in the Clay District.,
313,第一幕·场景1,a1s1,475,,,旁白,Then we're led down a narrow hall and into the room Neferu rented.,
314,第一幕·场景1,a1s1,477,,,旁白,"The lights are dimmed low, and Neferu fumbles with the switch while I go to sit on the bed.",
315,第一幕·场景1,a1s1,483,,,旁白,"As the artificial {i}compluvium{/i} above us glows more brightly, I can tell it's one of the most expensive rooms in the establishment.",
316,第一幕·场景1,a1s1,484,,,旁白,"It's still a bit cramped, slightly tacky, but pleasant and far more luxurious than any den room I've been in.",
317,第一幕·场景1,a1s1,485,,,旁白,"I wonder if the lighted, expansive ceiling is what Neferu comes here for, considering how large and convincing it is, despite the room being completely closed off from the outside.",
318,第一幕·场景1,a1s1,486,,,旁白,"Still, dens are mainly frequented by students on their third warning for fornicating on campus.",
319,第一幕·场景1,a1s1,487,,,旁白,"I still live on campus, and so I technically still must follow those rules, but I know Neferu lives in the Imperial District where he likely lives in a fairly nice place.",
